sequenceID	description	ratio	std	df	tval	pval	seqnames	start	end	width	strand	wormbaseID	publicID	entrezID
M01D1.9	26785 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has moderate similarity to uncharacterized C. elegans M01D1.10 M01D1.9	-0.035	0.147786722	20	-0.234684312	0.817	chrII	1048863	1049949	1087	-	WBGene00019704	fbxb-40	173487
B0564.6	30406 Protein containing leucine rich repeats, which mediate protein-protein interactions, has very strong similarity to uncharacterized C. elegans B0564.9 B0564.6	-0.035	0.092752986	20	-0.374076943	0.712	chrIV	13130440	13133230	2791	+	WBGene00007206		182046
ZK20.1	22635 Protein of unknown function ZK20.1	-0.035	0.059987349	20	-0.579402471	0.569	chrII	11646747	11649139	2393	+	WBGene00013923	ghi-1	191210
F42A6.5	53835 Protein containing one BRCA1 (breast cancer type 1) C terminus (BRCT) domain, which are found in some cell cycle checkpoint proteins F42A6.5	-0.035	0.086248762	20	-0.403218034	0.691	chrIV	3330640	3331850	1211	-	WBGene00018327		185649
R03D7.7	22126 Protein that functions in development of the germ lineage, has similarity to D. melanogaster nanos nos-1/R03D7.7	-0.035	0.253418635	20	-0.137312787	0.892	chrII	10951598	10953165	1568	-	WBGene00003783	nos-1	191735
F15D3.9	24285	-0.035	0.159775797	20	-0.21782417	0.83	chrI	11557986	11558683	698	+	WBGene00077557		6418583
F43G9.8	28521 Protein of unknown function F43G9.8	-0.035	0.186912109	19	-0.186228652	0.854	chrI	8617057	8618936	1880	+	WBGene00009670		185717
C05H8.1	27528 Calcium and calmodulin-dependent protein kinase kinase CaM-KK/C05H8.1	-0.035	0.072898441	20	-0.477701591	0.638	chrIII	5635479	5654564	19086	+	WBGene00000518	ckk-1	182278
F33E2.5	30202 Protein of unknown function, has weak similarity to C. elegans F33E2.3 F33E2.5	-0.035	0.175497258	20	-0.198479316	0.845	chrI	12591116	12597442	6327	-	WBGene00009361		173129
C02B10.2	30858 Protein of unknown function C02B10.2	-0.035	0.192277688	20	-0.181252219	0.858	chrIV	5089616	5091043	1428	-	WBGene00015327	snpn-1	177282
T13B5.6	53652 Member of the class 2 lipase family, has high similarity to uncharacterized C. elegans T13B5.5 T13B5.6	-0.035	0.192834647	19	-0.181002889	0.858	chrII	1112187	1114226	2040	-	WBGene00020473	lips-12	188468
R04B5.9	26889 Member of the purple acid phosphatase family, contains a UDP-glucoronosyl and UDP-glucosyl transferase domain, has a region of low similarity to UDP-glucuronosyltransferase (rat Udpgtr-2), which acts on testosterone, 4-hydroxybiphenyl and chloramphenicol R04B5.9	-0.035	0.12555137	20	-0.278305738	0.784	chrV	10096305	10098597	2293	-	WBGene00011006	ugt-47	187570
F56A11.5	28698 Protein of unknown function, has high similarity to uncharacterized C. elegans F22B8.7 F56A11.5	-0.035	0.237958607	20	-0.147139436	0.884	chrIV	568362	570875	2514	-	WBGene00018925		176883
D2007.4	32065 Possible large ribsomal subunit protein D2007.4	-0.035	0.166847918	20	-0.20990679	0.836	chrIII	8145015	8145974	960	+	WBGene00017044	mrpl-18	183940
T09A5.12	22302 Protein containing two C2H2 type zinc finger domains, which bind nucleic acids T09A5.12	-0.035	0.188338843	20	-0.186062824	0.854	chrII	7866246	7870162	3917	-	WBGene00011639	ztf-17	174269
K06A4.6	33483 Protein with moderate similarity to C. elegans K06A4.1 gene product K06A4.6	-0.035	0.20028736	20	-0.174976408	0.863	chrV	9480444	9481140	697	-	WBGene00010596		187048
C15H9.5	22964 Protein of unknown function, has low similarity to uncharacterized human GPR108 C15H9.5	-0.035	0.112848159	19	-0.314340877	0.757	chrX	6093239	6097574	4336	+	WBGene00015801		180881
F16H6.1	29655 Member of the C-type lectin protein family F16H6.1	-0.036	0.134968876	18	-0.263301444	0.795	chrV	18191412	18194168	2757	+	WBGene00008891	clec-42	180189
K10B3.9	31593 Protein of unknown function, has weak similarity to C. elegans B0546.1 and mitochondrial ATPase inhibitors mai-1/K10B3.9	-0.036	0.084422735	20	-0.421200218	0.678	chrX	3114668	3116586	1919	-	WBGene00003124	mai-1	3565232
C08E3.3	48935 Protein containing a BTB (BR-C, ttk and babor) or POZ (Pox virus and zinc finger) domain, which may mediate protein-protein interactions, and a meprin and TRAF homology (MATH) domain, has moderate similarity to uncharacterized C. elegans F45C12.11 C08E3.3	-0.036	0.069942115	19	-0.509050685	0.617	chrII	1604666	1606143	1478	-	WBGene00015595	bath-33	173533
Y39E4A.2	48084 Protein with high similarity to zinc transporter 2 (rat Slc30a2), which transports zinc into vesicles and may protect cells from zinc toxicity, member of the cation efflux family, which may be membrane divalent cation transporters Y39E4A.2	-0.036	0.113423767	19	-0.314505945	0.757	chrIII	12952969	12966995	14027	-	WBGene00012712	ttm-1	176715
F58F12.1	32470 Protein containing an ATP synthase delta or epsilon chain long alpha-helix and beta-sandwich domains, has moderate similarity to delta subunit of F1-ATP synthase (S. cerevisiae Atp16p) F58F12.1	-0.036	0.2013151	20	-0.177690363	0.861	chrII	6383639	6384692	1054	+	WBGene00019061		174059
F07A11.1	24063 Protein with weak similarity to C. elegans D1044.6 F07A11.1	-0.036	0.225401219	20	-0.158774114	0.875	chrII	11588464	11592060	3597	-	WBGene00008545		184110
B0403.2	22762 Member of the ubiquitin-conjugating enzyme (E2) family, which catalyze the covalent attachment of ubiquitin to target proteins, has a region of low similarity to a region of baculoviral IAP repeat-containing 6 (human BIRC6) B0403.2	-0.036	0.049557801	20	-0.722943484	0.478	chrX	7050577	7055699	5123	+	WBGene00006712	ubc-17	181979
ZK1251.7	31854 Protein of unknown function ZK1251.7	-0.036	0.134607863	20	-0.266616196	0.792	chrIV	9690932	9692282	1351	+	WBGene00014242	sdz-36	191553
F10G7.2	24170 Protein with high similarity to EBNA-2 co-activator (human p100), which is a gene expression coactivator that may bind single-stranded DNA and is required for normal cell growth, member of the staphylococcal nuclease family, contains a tudor domain F10G7.2	-0.036	0.240267082	20	-0.149862988	0.882	chrII	4706813	4710171	3359	+	WBGene00006626	tsn-1	173811
C05E7.5	23394 Protein with strong similarity to S. cerevisiae Fab1p, a phosphatidylinositol-3-phosphate 5-kinase involved in orientation or separation of mitotic chromosomes VF11C1L.1/C05E7.5	-0.036	0.148461554	19	-0.242945236	0.811	chrX	12936170	12936222	53	+	WBGene00200291		NA
C27B7.4	21523 Protein containing a helicase conserved C-terminal domain and two SNF2 related N-terminal domains, has low similarity to a region of X-linked nuclear protein (human XNP), which may be a transcriptional regulator that functions in DNA repair C27B7.4	-0.036	0.190663714	20	-0.189405008	0.852	chrIV	8893855	8901391	7537	+	WBGene00007761	rad-26	177706
C49F5.5	33134 Protein containing a transcriptional adaptor putative zinc finger (TAZ) domain, which may bind transcriptional activators and repressors, has a region of moderate similarity to a region of C. elegans CBP-1, which is a transcriptional activator C49F5.5	-0.036	0.285375651	20	-0.12674871	0.9	chrX	11986188	11987229	1042	+	WBGene00008209		183614
F54E7.1	28664 Protein with weak similarity to S. cerevisiae Hut1p, which is involved in native disulfide bond formation in endoplasmic reticulum F54E7.1	-0.036	0.136090497	20	-0.265975612	0.793	chrIII	5680433	5682329	1897	+	WBGene00018827	pst-2	175787
F22B7.9	30197	-0.036	0.178253565	20	-0.203141599	0.841	chrIII	8652578	8653925	1348	-	WBGene00017698		176213
ZK488.10	53513 Protein containing a DUF148 domain of unknown function, has strong similarity to uncharacterized C. elegans ZK488.7 ZK488.10	-0.036	0.158869967	19	-0.228612925	0.822	chrV	609140	609726	587	-	WBGene00004176	pqn-97	191335
C15C8.7	21490 Member of the G protein alpha subunit family gpa-13/F18E2.5	-0.036	0.210304333	19	-0.173295992	0.864	chrV	12744165	12745050	886	-	WBGene00007609		179744
ZK218.2	25054 Member of the Tc3 Transposase protein family ZK218.2	-0.037	0.141095569	20	-0.258728261	0.798	chrV	17096025	17097062	1038	-	WBGene00013936		NA
F45E4.9	31309 Protein containing a high mobility group box (HMG1 or 2) family domain, has low similarity to transcription factor A mitochondrial (human TFAM), which regulates expression of mitochondrial genes and is involved in organelle biogenesis F45E4.9	-0.037	0.107947562	20	-0.338520144	0.738	chrIV	7644853	7646219	1367	-	WBGene00001975	hmg-5	177543
T12G3.5	32689 Possible mitochondrial large ribosomal subunit protein T12G3.5	-0.037	0.174286624	20	-0.209828761	0.836	chrIV	12030048	12032396	2349	+	WBGene00011740	mrpl-51	188457
C36A4.8	21558 Protein containing a C3HC4 type (RING) zinc finger, which may mediate protein-protein interactions, and a BRCA1 (breast cancer type 1) C terminus (BRCT) domain, which are found in some cell cycle checkpoint proteins C36A4.8	-0.037	0.079773751	20	-0.459068863	0.651	chrIII	3853092	3862958	9867	-	WBGene00000264	brc-1	175499
R10H10.5	33539 Member of the G protein alpha subunit family gpa-7/R10H10.5	-0.037	0.157409087	20	-0.232775056	0.818	chrIV	10404008	10408745	4738	+	WBGene00001669	gpa-7	177931
R106.2	29071 Member of the rhodopsin family of G-protein coupled receptors (GPCR), has low similarity to somatostatin receptor 2 (human SSTR2), which inhibits adenylyl cyclase and mediates inhibition of cell proliferation and secretion of pituitary hormones R106.2	-0.037	0.117010762	20	-0.313213503	0.757	chrX	17483009	17486835	3827	-	WBGene00020086	npr-24	187897
C34G6.6	23138 Member of an uncharacterized protein family C34G6.6	-0.037	0.389769189	19	-0.094096039	0.926	chrI	5874416	5878954	4539	-	WBGene00016422	noah-1	172261
C05B5.5	27513 Protein containing two EB module domains, and an F-box domain, which serves as a link between a target protein and a ubiquitin-conjugating enzyme, has a region of low similarity to a region of tenascin C (hexabrachion, human TNC) C05B5.5	-0.037	0.157087639	19	-0.233647035	0.818	chrIII	10001360	10003846	2487	+	WBGene00007322		176413
C44C10.9	28009 Protein of unknown function C44C10.9	-0.037	0.113818778	19	-0.32279802	0.75	chrX	11713241	11716513	3273	-	WBGene00008089		3565088
F18E2.4	28241 Protein containing a DUF32 domain of unknown function, has high similarity to uncharacterized C. elegans M199.1 F18E2.4	-0.037	0.240046014	20	-0.153198442	0.88	chrV	12769268	12770964	1697	+	WBGene00008937	srt-43	179750
C28C12.3	31126 Protein containing a DUF148 domain of unknown function, has high similarity to uncharacterized C. elegans T05E11.8 C28C12.3	-0.037	0.146395549	20	-0.251684254	0.804	chrIV	8490215	8490894	680	+	WBGene00016179		182977
ZC64.4	51134 LIM homeodomain transcription factor, has strong similarity to D. melanogaster AWH (arrowhead) LIM homeodomain protein involved in specification of imaginal disk cells, has similarity to human ISL-1 LIM homeodomain protein of islet cells lim-4/ZC64.4	-0.037	0.177583228	20	-0.207745404	0.838	chrX	3869753	3873295	3543	-	WBGene00002987	lim-4	180672
C54G6.2	53058 Protein of unknown function, has weak similarity in the C-terminus to human XRP2 (Hs.44766) C54G6.2	-0.037	0.054916387	19	-0.672149424	0.51	chrI	1006177	1011450	5274	+	WBGene00016931		183814
F32D8.10	21138 G protein-coupled receptor of unknown function, no homolog found in human or D. melanogaster F32D8.10	-0.037	0.05327722	27	-0.693164643	0.494	chrV	10906755	10909171	2417	-	WBGene00009333	zzz-1	185208
T01H10.1	25221 Protein containing a neurotransmitter-gated ion-channel ligand binding domain, has low similarity to a region of 5-hydroxytryptamine (serotonin) receptor 3A (human HTR3A), which is a ligand-gated ion channel that mediates many neurophysiological effects T01H10.1	-0.037	0.277677507	20	-0.133040362	0.895	chrX	12109135	12111185	2051	+	WBGene00011354	lgc-13	187971
T28C12.4	52128 Member of the carboxylesterase type B family, has low similarity to C. elegans GES-1, which is a carboxylesterase T28C12.4	-0.037	0.203657706	20	-0.181912269	0.857	chrV	6316932	6326392	9461	+	WBGene00020891	cest-24	179017
F41H10.3	24829 Protein of unknown function, has a region of low similarity to a region of C. elegans SDC-2, which directs the dosage compensation complex to the X chromosome in hermaphrodites F41H10.3	-0.037	0.219276868	20	-0.169460987	0.867	chrIV	5369806	5374777	4972	+	WBGene00018316		177319
K10D11.3	26307 Member of an uncharacterized protein family K10D11.3	-0.037	0.325130574	20	-0.1142994	0.91	chrIV	12982119	12986134	4016	-	WBGene00010747		187268
F10A3.7	33211 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has low similarity to a region of C. elegans ODR-10, which is a G protein-coupled receptor involved in odorant response F10A3.7	-0.037	0.203324195	16	-0.1827951	0.857	chrV	16155451	16156722	1272	-	WBGene00008635		NA
F58A4.1	28730 Protein of unknown function, has moderate similarity to uncharacterized C. elegans C48B4.12 F58A4.1	-0.037	0.131986391	20	-0.281598788	0.781	chrIII	9598468	9600062	1595	+	WBGene00010226		176355
ZK849.5	51948 Member of the C. elegans putative membrane protein family 8, has low similarity to a region of bestrophin (human VMD2), which plays a role in vision and is associated with several macular pathologies ZK849.5	-0.037	0.231274126	19	-0.160949562	0.874	chrI	14200020	14204687	4668	+	WBGene00014103	best-26	173291
K12H6.6	30663 Protein of unknown function, has high similarity to uncharacterized C. elegans Y63D3A.8 K12H6.6	-0.037	0.192189977	18	-0.193931996	0.848	chrII	2828577	2834284	5708	-	WBGene00019686		173629
F53A2.1	28620 Protein of unknown function, has a region of low similarity to C. elegans PHA-1, which is involved in pharyngeal development F53A2.1	-0.037	0.213155311	20	-0.175230439	0.863	chrIII	13322206	13324839	2634	-	WBGene00009949		186137
C46F11.3	28031 Protein of unknown function C46F11.3	-0.037	0.166115062	20	-0.225003769	0.824	chrIII	3648792	3650832	2041	-	WBGene00008118	madf-8	183517
F23D12.3	32217 Protein of unknown function, has strong similarity to C. elegans F58E10.7 F23D12.3	-0.037	0.183207737	19	-0.204116334	0.84	chrX	14442621	14443450	830	+	WBGene00009087		184896
F47D2.7	30549	-0.038	0.15840979	20	-0.23749434	0.815	chrV	4276034	4278691	2658	-	WBGene00018558	srt-20	185928
R06C7.9	22138	-0.038	0.096457123	19	-0.390699133	0.7	chrI	7255380	7258702	3323	+	WBGene00011066	ztf-15	172470
T10B9.3	25420 Member of the cytochrome P450 family, has low similarity to cytochrome P450 subfamily 3a polypeptide 11 (mouse Cyp3a11), which is a steroid-inducible microsomal enzyme that catalyzes oxidation of tetrahydrocannabinol compounds and activates aflatoxin B1 T10B9.3	-0.038	0.18425437	19	-0.205159787	0.84	chrII	9800758	9802821	2064	-	WBGene00011673	cyp-13A6	188357
F39H11.5	32397 Putative beta-type subunit of 20S proteasome particle pbs-7/F39H11.5	-0.038	0.218453151	20	-0.173209694	0.864	chrI	8695205	8696376	1172	-	WBGene00003953	pbs-7	172674
C06G4.5	49356 Member of the rhodopsin family of G protein-coupled receptors (GPCR), has low similarity to neuropeptide FF receptor 2 (rat Npgpr), which is a G protein-coupled receptor that may play a role in pain modulation, opiate tolerance, and adult feeding behavior C06G4.5	-0.038	0.098165282	19	-0.385584595	0.704	chrIII	7990715	7996453	5739	-	WBGene00015559	npr-17	176124
B0563.4	52369 Protein of unknown function B0563.4	-0.038	0.101057182	20	-0.375553526	0.711	chrX	9150694	9160653	9960	+	WBGene00006479	tmbi-4	181150
M117.3	33519 Member of the 14-3-3 protein family, which are found in mammalian brain cells, has high similarity to a region of C. elegans FTT-1, which has a role in maintaining the anterior-posterior boundary at the embryonic cortex M117.3	-0.038	0.082791264	20	-0.46151376	0.649	chrIV	11822206	11823989	1784	+	WBGene00010919		187477
AC7.2	27380 Positive regulator of the let-60 ras pathway and vulval induction soc-2/sur-8/AC7.2	-0.038	0.110759143	20	-0.345106509	0.734	chrIV	5127006	5152491	25486	-	WBGene00004929	soc-2	177286
W10G11.10	29510 Member of the 7-transmembrane chemoreceptor family of G-protein coupled receptors (GPCR), has strong similarity to uncharacterized C. elegans W10G11.9 W10G11.10	-0.038	0.519575881	19	-0.073600061	0.942	chrII	3582052	3583505	1454	+	WBGene00005281	srh-59	191865
R08D7.6	21359 Member of the 3'5'-cyclic nucleotide phosphodiesterase protein family, contains a GAF domain, has a region of moderate similarity to a region of cGMP-stimulated phosphodiesterase 2A (human PDE2A), which may play a role in penile erection R08D7.6	-0.038	0.313770604	20	-0.121880891	0.904	chrIII	8975063	8984705	9643	-	WBGene00011146	pde-2	176270
Y49E10.24	49980	-0.038	0.084523966	20	-0.452599672	0.656	chrIII	12484732	12488341	3610	+	WBGene00013043	arrd-16	190071
Y57G11C.1	27634 Member of the ABC transporter family, contains an ABC transporter transmembrane domain, has moderate similarity to a region of P-glycoprotein (ATP-binding cassette subfamily B member 1, human ABCB1), which is a multidrug efflux pump Y57G11C.1	-0.038	0.353332443	19	-0.108442707	0.915	chrIV	14694032	14699940	5909	-	WBGene00001818	haf-8	190369
F40F9.10	21174 Member of the Met-10+-like protein family, which may be involved in methionine biosynthesis, transport or utilization F40F9.10	-0.038	0.074983272	27	-0.511505704	0.613	chrV	9711447	9713632	2186	-	WBGene00009586		179363
F13B6.1	24211 Protein with strong similarity to C. elegans F13B6.2 gene product F13B6.1	-0.038	0.067273698	20	-0.571521673	0.574	chrIV	7456525	7458214	1690	+	WBGene00017416		184407
T07H8.6	25373 Member of the patched family, which are transmembrane receptors, has weak similarity to a region of Niemann-Pick disease type C1 (human NPC1), which plays a role cholesterol transport and is associated with Niemann-Pick disease upon gene mutation ptr-15/T07H8.6	-0.039	0.178483302	20	-0.215971432	0.831	chrV	6966396	6970127	3732	-	WBGene00004229	ptr-15	191749
T21D12.2	25588 Protein containing two collagen triple helix repeats, has moderate similarity to a region of type XI collagen alpha 1 (human COL11A1), which is a component of cartilage and the vitreous of the eye and is associated with Type 2 Stickler syndrome T21D12.2	-0.039	0.146590228	19	-0.263534069	0.795	chrIV	257384	259204	1821	-	WBGene00001071	dpy-9	176846
F36F12.1	24701 Protein containing a DUF23 domain of unknown function, has moderate similarity to uncharacterized C. elegans F55C10.4 F36F12.1	-0.039	0.19441858	20	-0.198963756	0.844	chrV	2100062	2103218	3157	-	WBGene00018092		178691
F41D3.8	48119 Protein with moderate similarity to C. elegans C27C7.2 gene product F41D3.8	-0.039	0.213769814	20	-0.180958391	0.858	chrI	12267499	12268128	630	-	WBGene00009613		185608
T07H8.3	25370 Protein of unknown function, has high similarity to uncharacterized C. elegans K09D9.10 T07H8.3	-0.039	0.155249391	18	-0.249883658	0.806	chrV	6971867	6973149	1283	+	WBGene00005950	srx-59	188258
F52C6.1	31400 Protein containing a BTB (BR-C, ttk and babor) or POZ (Pox virus and zinc finger) domain, which are found in some DNA and actin binding proteins, and a meprin and TRAF homology (MATH) domain, has high similarity to uncharacterized C. elegans F40B1.1 F52C6.1	-0.039	0.165511117	20	-0.23450446	0.817	chrII	1927879	1928734	856	+	WBGene00018658	bath-22	NA
F52C9.6	28610 Member of the reverse transcriptase protein family, which are RNA-dependent DNA polymerases, has strong similarity to uncharacterized C. elegans B0302.3 F52C9.6	-0.039	0.12728571	20	-0.305501151	0.763	chrIII	5337209	5338048	840	-	WBGene00018676		NA
F56H1.1	26701 Required for normal chemotaxis towards water-soluble chemicals as well as secretory processes in the hypodermis and the amphid support cells che-14/ptd-1/F56H1.1	-0.039	0.132678749	20	-0.293826435	0.772	chrI	5746633	5754294	7662	+	WBGene00000493	che-14	172240
W09B12.1	29501 Type T acetylcholinesterase ace-1/W09B12.1	-0.039	0.119448906	20	-0.326773054	0.747	chrX	16367229	16373789	6561	+	WBGene00000035	ace-1	181706
B0414.2	48768 Putative member of PEBP2/CBF family of DNA binding transcription factors rnt-1/run/B0414.2	-0.039	0.192920967	19	-0.20244623	0.842	chrI	5776146	5788611	12466	+	WBGene00004393	rnt-1	172243
C52B11.2	50842 Protein containing a K+ channel tetramerization domain, which facilitate assembly of alpha-subunits into functional tetrameric channels, has high similarity to uncharacterized human FLJ20040 C52B11.2	-0.039	0.151577713	20	-0.258136272	0.799	chrX	1300149	1309504	9356	+	WBGene00016871	inso-1	180473
F10G2.1	24165 Protein containing one DUF19 domain of unknown function, which contain twelve conserved cysteines, has high similarity to uncharacterized C. elegans F07B7.13 F10G2.1	-0.039	0.138998138	20	-0.281519079	0.781	chrV	7332553	7333424	872	+	WBGene00017362		179122
T19A5.3	27327 Protein of unknown function T19A5.3	-0.039	0.130324474	20	-0.300484603	0.767	chrV	8939592	8944063	4472	-	WBGene00020554		179273
K07A1.2	22069 Member of the dUTPase family, which hydrolyze dUTP during uridine metabolism, has a region of high similarity to dUTP pyrophosphatase (rat Dut), which maintains dUTP at low levels to prevent misincorporation into DNA during replication K07A1.2	-0.039	0.196539076	20	-0.199382049	0.844	chrI	9585317	9587209	1893	+	WBGene00010609	dut-1	172794
F10D7.2	29555 Member of the sugar (and other) transporter family, has moderate similarity to uncharacterized tetracycline transporter-like protein (human TETRAN), which may be involved in tetracycline transport F10D7.2	-0.039	0.121715994	20	-0.32198563	0.751	chrX	17364646	17368642	3997	-	WBGene00017339		181765
K11D9.1	29818 Putative kinesin; has strong similarity to human KIF2 heavy chain kinesin; localized to kinetochores K11D9.1/CelMCAK	-0.039	0.368162283	20	-0.106584726	0.916	chrIII	10805928	10810999	5072	+	WBGene00002219	klp-7	176511
F38B7.4	32381 Protein of unknown function, has moderate similarity to uncharacterized C. elegans H12C20.4 F38B7.4	-0.039	0.284996098	17	-0.137754162	0.892	chrV	11552679	11554222	1544	+	WBGene00005976	srx-85	185457
F36G9.11	28430 Protein containing a C-type lectin domain, which mediate calcium-dependent carbohydrate recognition, has moderate similarity to uncharacterized C. elegans F21H7.4 F36G9.11	-0.039	0.154736286	19	-0.253844219	0.802	chrV	15976147	15977617	1471	+	WBGene00009487	clec-232	185374
F58A4.6	52282 Protein of unknown function F58A4.6	-0.039	0.219032632	18	-0.179523153	0.86	chrIII	9613871	9615337	1467	+	WBGene00010229		186485
K04A8.10	26144 Protein containing a UDP-glucoronosyl and UDP-glucosyl transferase domain, has a region of low similarity to a region of olfactory UDP-glucuronosyltransferase (human UGT2A1), which glucuronidates compounds such as odorants, steroids, drugs and carcinogens K04A8.10	-0.039	0.174379633	20	-0.225754526	0.824	chrV	6568952	6570882	1931	-	WBGene00019379		186975
Y47H9C.10	30150 Protein containing a DUF38 domain of unknown function, has a region of low similarity to a region of C. elegans FOG-2, which is required for the sexual identity of germ cells Y47H9C.10	-0.039	0.131250502	20	-0.300702209	0.767	chrI	11901660	11903310	1651	+	WBGene00012953	fbxa-216	190001
F43C1.3	24867 Member of the ribosomal prokaryotic L21 protein family, which are part of the large ribosomal subunit F43C1.3	-0.04	0.136515599	20	-0.289837325	0.775	chrIII	4243674	4244554	881	-	WBGene00009648	zhit-2	185691
F53B6.1	28625 Member of the tetraspanin family, which contain an N-terminal transmembrane domain that is a signal sequence and membrane anchor, has weak similarity to transmembrane 4 superfamily member 7 (novel antigen-2, human TM4SF7), which associates with integrins F53B6.1	-0.04	0.06298997	20	-0.628338201	0.537	chrI	8928748	8931089	2342	+	WBGene00006641	tsp-15	192065
K02F2.5	50103 Protein of unknown function K02F2.5	-0.04	0.173595196	20	-0.227997836	0.822	chrI	6804788	6810451	5664	-	WBGene00019324		183992
F59B2.7	32488 Protein with high similarity to ras-related GTP-binding protein 6 human RAB6A, which is involved in intracellular protein trafficking, protein secretion, and retrograde (Golgi to ER) transport, member of the Ras superfamily of GTP binding proteins F59B2.7	-0.04	0.158165316	20	-0.251001828	0.804	chrIII	9004773	9006072	1300	-	WBGene00004269	rab-6.1	176275
F59E12.9	26033 Coiled-coil protein, has weak similarity to myosins and S. cerevisiae Uso1p F59E12.9	-0.04	0.206820084	20	-0.192158881	0.85	chrII	5639956	5647042	7087	-	WBGene00019124		173953
K08F11.3	50752 Protein of unknown function, has low similarity to uncharacterized human GA17 K08F11.3	-0.04	0.227476457	20	-0.174713385	0.863	chrIV	4706777	4710803	4027	-	WBGene00019543	cif-1	177236
B0414.5	22768 Protein of unknown function, has a region of moderate similarity to a region of cytoplasmic polyadenylation element binding protein (mouse Cpeb), which is a sequence-specific RNA binding protein that regulates cytoplasmic polyadenylation cpb-3/B0414.5	-0.04	0.180766161	20	-0.219997933	0.828	chrI	5788631	5791762	3132	-	WBGene00000772	cpb-3	172244
T18D3.4	26418 Protein with high similarity to sarcomeric myosin heavy chain (C. elegans UNC-54), which is a component of thick filaments in muscle, contains a myosin head domain, a myosin N-terminal SH3-like domain, and two coiled-coil myosin heavy chain tail regions myo-2/mhc-c/(Myosin)/T18D3.4	-0.04	0.153038499	20	-0.260019312	0.798	chrX	12468061	12475348	7288	+	WBGene00003514	myo-2	181404
T26E3.4	51687 Protein of unknown function, has low similarity to uncharacterized S. pombe Spcc1393.09cp T26E3.4	-0.04	0.099178882	20	-0.401492614	0.692	chrI	12665067	12668893	3827	+	WBGene00012037		173136
F54H5.2	26605 Protein containing a protein kinase domain, has low similarity to casein kinase I (S. cerevisiae Yck1p) F54H5.2	-0.04	0.113458152	20	-0.35121556	0.729	chrII	6627484	6629274	1791	+	WBGene00018839		186263
F53A2.9	28621 Protein of unknown function F53A2.9	-0.04	0.09546936	20	-0.417932871	0.68	chrIII	13355638	13359356	3719	-	WBGene00009953		186140
R05F9.11	26902 Protein of unknown function, has moderate similarity to uncharacterized C. elegans Y39E4B.2 R05F9.11	-0.04	0.065750402	20	-0.60758768	0.55	chrII	4911755	4914218	2464	-	WBGene00019894		187618
ZK488.5	25108 Protein containing a DUF138 domain of unknown function, has high similarity to uncharacterized C. elegans ZK488.6 ZK488.5	-0.04	0.402009466	18	-0.099656502	0.922	chrV	593259	595677	2419	+	WBGene00022757		191330
ZK666.4	53372 Protein of unknown function, has strong similarity to uncharacterized C. elegans ZK673.10 ZK666.4	-0.04	0.129219305	19	-0.310343573	0.76	chrII	10477196	10477899	704	+	WBGene00014044		191382
T08D2.3	48826 ATP-dependent helicase T08D2.3	-0.04	0.426473651	20	-0.094046705	0.926	chrX	173180	177000	3821	+	WBGene00011608		NA
T08H10.1	51959 Member of the aldo-keto reductase family, which include some related monomeric NADPH-dependent oxidoreductases, has moderate similarity to aldehyde reductase (rat Akr1a1), which is an aldehyde reductase that reduces carbonyl-containing substrates T08H10.1	-0.04	0.109476679	20	-0.367023551	0.717	chrV	4483459	4486675	3217	+	WBGene00020369	exc-15	178844
F39H12.3	48709 Member of the regulatory subunit of type II protein kinase A R-subunit family, which interact with A-kinase anchoring proteins, contains three IQ calmodulin-binding domains F39H12.3	-0.04	0.163447173	18	-0.245996912	0.808	chrX	838142	841493	3352	-	WBGene00018214		185505
F22F7.5	28290 Member of the choline or ethanolamine kinase family, which catalyze the formation of phosphatidylcholine by the CDP-choline pathway, has low similarity to choline kinase (mouse Chk), which catalyzes the first step in the CDP-choline pathway F22F7.5	-0.04	0.096370814	20	-0.419243256	0.68	chrV	2106400	2109427	3028	-	WBGene00000514	ckb-4	184864
F02E9.1	32124 Protein of unknown function F02E9.1	-0.04	0.105773126	19	-0.382556269	0.706	chrI	8406828	8407645	818	+	WBGene00008528		184093
ZK1098.7	31845	-0.04	0.139524182	20	-0.290231153	0.775	chrIII	9523113	9523708	596	-	WBGene00014224	mrps-23	191523
F55A12.4	49762 Putative retinol dehydrogenase, has strong similarity to human RODH-4 protein (microsomal NAD+-dependent retinol dehydrogenase) F55A12.4	-0.041	0.124785352	20	-0.325148816	0.748	chrI	5354160	5357039	2880	+	WBGene00000966	dhs-2	172183
Y116A8C.18	49704 Protein containing a nuclear hormone receptor C4-type zinc finger domain, which bind DNA and may be involved in regulation of transcription, has a region of low similarity to a region of thyroid hormone receptor beta (human THRB) Y116A8C.18	-0.041	0.1890831	20	-0.214690071	0.832	chrIV	17028931	17030594	1664	-	WBGene00013795	nhr-229	191001
T23F6.1	48282 Protein of unknown function T23F6.1	-0.041	0.105806958	20	-0.384146252	0.705	chrIV	12719960	12720997	1038	+	WBGene00011949		178227
C43H6.8	49217 Protein containing one helix-loop-helix DNA-binding domain, which mediate protein dimerization C43H6.8	-0.041	0.194547469	20	-0.209115548	0.836	chrX	2412953	2413377	425	-	WBGene00001959	hlh-15	183427
